County,Dist,District,"2016-17 Total
K-12 Aid",Governor's Budget Message (GBM) 2017-2018 Total Aid,2017-18 Approp. Act Revised Total K-12 Aid,"Equalization
Aid","Educational
Adequacy Aid",Choice Aid,"Transportation
Aid","Special
Education Categorical Aid","Security
Aid","Under
Adequacy Aid","Supplemental
Enrollment
Growth Aid","PARCC
Readiness Aid","Per Pupil
Growth Aid","Adjustment
Aid","Professional
Learning
Community
Aid","Host District
Support Aid",2017-18 Approp. Act Revised Total K-12 Aid,"One Year
K-12 Aid
Difference",Aid Percent Difference
MORRIS,1190,EAST HANOVER TWP,"678,324","678,324","707,628",0,0,0,"68,923","593,490","17,287",0,0,"9,370","9,370",368,"8,820",0,"707,628","29,304",4.32%
MORRIS,1530,FLORHAM PARK BORO,"497,767","497,767","531,716",0,0,0,"44,317","441,376","17,063",0,0,"9,750","9,750",0,"9,460",0,"531,716","33,949",6.82%
MORRIS,1990,HANOVER PARK REGIONAL,"838,828","838,828","958,875",0,0,0,"195,421","689,427","25,177",0,0,"16,350","16,350",0,"16,150",0,"958,875","120,047",14.31%
MORRIS,2000,HANOVER TWP,"883,123","883,123","927,058",0,0,0,"66,112","790,889","25,667",0,0,"14,880","14,880",0,"14,630",0,"927,058","43,935",4.98%
MORRIS,2010,HARDING TOWNSHIP,"238,834","238,834","272,118",0,0,0,"176,993","50,721","31,824",0,0,"4,270","4,270",0,"4,040",0,"272,118","33,284",13.94%
MORRIS,2380,JEFFERSON TWP,"15,852,125","15,852,125","15,852,125","12,431,553",0,0,"418,875","2,137,733","303,337",0,0,"31,800","31,800","466,287","30,740",0,"15,852,125",0,0.00%
MORRIS,2460,KINNELON BORO,"1,505,820","1,505,820","1,573,429",0,0,0,"221,731","1,127,229","164,769",0,0,"20,185","20,185",0,"19,330",0,"1,573,429","67,609",4.49%
MORRIS,2650,LINCOLN PARK BORO,"1,629,057","1,629,057","1,630,858",0,0,0,"635,819","717,072","106,676",0,0,"12,400","12,400","134,141","12,350",0,"1,630,858","1,801",0.11%
MORRIS,2870,MADISON BORO,"1,017,107","1,017,107","1,132,430",0,0,0,"60,229","956,746","43,615",0,0,"23,800","23,800",0,"24,240",0,"1,132,430","115,323",11.34%
MORRIS,3090,MENDHAM BORO,"256,377","256,377","273,385",0,0,0,"17,314","220,005","11,159",0,0,"5,980","5,980","7,457","5,490",0,"273,385","17,008",6.63%
MORRIS,3100,MENDHAM TWP,"438,495","438,495","472,213",0,0,0,"79,883","357,973","13,957",0,0,"6,970","6,970",0,"6,460",0,"472,213","33,718",7.69%
MORRIS,3240,MINE HILL TWP,"2,831,918","2,843,652","2,870,825","1,237,812",0,"1,114,730","51,150","348,338","41,980",0,0,"5,480","5,480","60,785","5,070",0,"2,870,825","38,907",1.37%
MORRIS,3340,MONTVILLE TWP,"1,880,323","1,880,323","2,083,238",0,0,0,"259,947","1,637,107","70,614",0,0,"39,280","39,280",0,"37,010",0,"2,083,238","202,915",10.79%
MORRIS,3365,MORRIS COUNTY VOCATIONAL,"1,233,065","1,233,065","1,233,065","73,419",0,0,0,"503,287","64,934",0,0,"8,910","8,910","563,785","9,820",0,"1,233,065",0,0.00%
MORRIS,3370,MORRIS HILLS REGIONAL,"7,673,207","7,673,207","7,765,255","3,725,355",0,"1,765,632","318,233","1,811,283","58,232",0,0,"28,990","28,990",0,"28,540",0,"7,765,255","92,048",1.20%
MORRIS,3380,MORRIS PLAINS BORO,"793,621","794,845","808,316",0,0,"202,770","46,676","514,227","15,093",0,0,"8,530","8,530",0,"8,410","4,080","808,316","14,695",1.85%
MORRIS,3385,MORRIS SCHOOL DISTRICT,"6,800,550","6,800,887","6,835,444",0,0,"723,024","1,581,555","3,011,567","755,191",0,0,"49,610","49,610","569,295","51,460","44,132","6,835,444","34,894",0.51%
MORRIS,3410,MOUNT ARLINGTON BORO,"546,482","546,482","557,623",0,0,0,"140,194","352,442","50,873",0,0,"4,625","4,625",84,"4,780",0,"557,623","11,141",2.04%
MORRIS,3450,MOUNT OLIVE TWP,"15,282,286","15,282,286","15,593,413","11,850,036",0,0,"544,347","2,959,145","106,585",0,0,"44,640","44,640",0,"44,020",0,"15,593,413","311,127",2.04%
MORRIS,3460,MOUNTAIN LAKES BORO,"787,376","787,376","799,520",0,0,0,"24,374","720,067","20,848",0,0,"11,560","11,560",1,"11,110",0,"799,520","12,144",1.54%
MORRIS,3520,NETCONG BORO,"1,206,644","1,206,644","1,276,836","950,751",0,"119,922",698,"171,660","14,363","10,772",0,"2,950","2,950",0,"2,770",0,"1,276,836","70,192",5.82%
MORRIS,3950,PARSIPPANY-TROY HILLS TWP,"4,709,595","4,709,595","4,926,399","92,029",0,0,"350,265","4,122,500","152,564",0,0,"69,790","69,790",1,"69,460",0,"4,926,399","216,804",4.60%
MORRIS,4000,LONG HILL TWP,"652,798","653,140","667,029",0,0,0,"62,144","551,765","13,945",0,0,"8,150","8,150","13,477","8,030","1,368","667,029","14,231",2.18%
MORRIS,4080,PEQUANNOCK TWP,"2,247,383","2,247,383","2,247,657","406,379",0,"82,548","48,084","1,420,585","38,758",0,0,"22,260","22,260","185,383","21,400",0,"2,247,657",274,0.01%
MORRIS,4330,RANDOLPH TWP,"12,819,909","12,819,909","12,819,909","7,895,104",0,0,"323,179","3,234,926","103,893",0,0,"47,185","47,185","1,118,636","47,260","2,541","12,819,909",0,0.00%
MORRIS,4440,RIVERDALE BORO,"254,323","254,323","272,361",0,0,0,"23,437","224,270","11,114",0,0,"4,430","4,430",0,"4,680",0,"272,361","18,038",7.09%
MORRIS,4480,ROCKAWAY BORO,"518,295","518,295","584,221","136,511",0,0,"8,482","385,322","16,077","20,479",0,"5,940","5,940",0,"5,470",0,"584,221","65,926",12.72%
MORRIS,4490,ROCKAWAY TWP,"2,757,360","2,757,360","2,773,832","854,190",0,0,"166,910","1,551,231","50,153",0,0,"22,585","22,585","82,223","23,390",565,"2,773,832","16,472",0.60%
MORRIS,4560,ROXBURY TWP,"13,851,560","13,908,190","13,908,190","10,300,890",0,"305,802","233,042","2,433,575","61,433",0,0,"34,275","34,275","470,428","34,470",0,"13,908,190","56,630",0.41%
MORRIS,5520,WASHINGTON TWP,"8,064,202","8,064,202","8,064,202","5,580,975",0,0,"288,960","1,591,751","176,840",0,0,"22,680","22,680","359,036","21,280",0,"8,064,202",0,0.00%
MORRIS,5660,WEST MORRIS REGIONAL,"4,461,500","4,461,500","4,372,270","313,431",0,0,"1,357,955","1,760,399","213,804",0,0,"28,030","28,030","644,411","26,210",0,"4,372,270","-89,230",-2.00%
MORRIS,5770,WHARTON BORO,"4,095,834","4,154,779","4,421,522","3,108,699",0,"542,294","12,762","475,459","59,390","22,203",0,"7,940","7,940","176,835","8,000",0,"4,421,522","325,688",7.95%
OCEAN,185,BARNEGAT TWP,"20,152,545","20,152,545","20,154,629","17,844,465",0,0,"218,613","1,875,327","119,745",0,0,"31,640","31,640","2,039","31,160",0,"20,154,629","2,084",0.01%
OCEAN,210,BAY HEAD BORO,"68,567","68,567","70,208",0,0,0,"4,095","59,770","3,453",0,0,980,980,0,930,0,"70,208","1,641",2.39%
OCEAN,230,BEACH HAVEN BORO,"201,361","226,743","226,743",0,0,"164,983",619,"31,541","2,548",0,0,600,600,"25,382",470,0,"226,743","25,382",12.61%
OCEAN,320,BERKELEY TWP,"2,374,556","2,374,556","2,424,703",0,0,0,"788,553","1,203,081","298,476",0,0,"21,150","21,150","71,463","20,830",0,"2,424,703","50,147",2.11%
OCEAN,530,BRICK TWP,"36,025,328","36,025,328","35,304,821","9,463,269",0,0,"4,922,064","5,393,423","1,039,800",0,0,"92,090","92,090","14,215,585","86,500",0,"35,304,821","-720,507",-2.00%
OCEAN,770,CENTRAL REGIONAL,"4,057,141","4,057,141","4,117,752",0,0,"1,337,047","1,068,223","1,160,698","295,909",0,0,"19,050","19,050","197,915","19,860",0,"4,117,752","60,611",1.49%
OCEAN,1150,EAGLESWOOD TWP,"665,512","665,512","652,202","447,437",0,0,"59,476","73,426","18,682",0,0,"1,220","1,220","49,411","1,330",0,"652,202","-13,310",-2.00%
OCEAN,2350,ISLAND HEIGHTS BORO,"299,583","299,583","298,853",0,0,"178,010","9,250","64,978","8,728",0,0,960,960,"34,807","1,160",0,"298,853",-730,-0.24%
OCEAN,2360,JACKSON TWP,"49,635,886","49,635,886","49,635,886","42,102,240",0,0,"1,013,961","5,211,500","854,977",0,0,"86,430","86,430","195,598","84,750",0,"49,635,886",0,0.00%
OCEAN,2480,LACEY TWP,"21,276,520","21,276,520","21,204,577","17,753,571",0,0,"333,156","2,504,516","483,794",0,0,"44,380","44,380",0,"40,780",0,"21,204,577","-71,943",-0.34%
OCEAN,2500,LAKEHURST BORO,"6,050,768","6,050,768","6,022,038","5,421,371",0,0,"116,548","304,592","135,295","29,812",0,"4,910","4,910",0,"4,600",0,"6,022,038","-28,730",-0.47%
OCEAN,2520,LAKEWOOD TWP,"24,690,607","24,690,607","24,793,040","15,070,904",0,0,"4,199,793","3,155,515","2,186,868",0,0,"58,370","58,370",0,"63,220",0,"24,793,040","102,433",0.41%
OCEAN,2550,LAVALLETTE BORO,"176,054","176,054","173,596",0,0,0,"60,168","91,794","15,724",0,0,"1,170","1,170","2,340","1,230",0,"173,596","-2,458",-1.40%
OCEAN,2690,LITTLE EGG HARBOR TWP,"9,690,347","9,690,347","9,496,540","5,995,899",0,0,"1,038,502","844,602","337,297","6,727",0,"13,560","13,560","1,233,713","12,680",0,"9,496,540","-193,807",-2.00%
OCEAN,2760,LONG BEACH ISLAND,"726,191","726,191","728,456",0,0,"507,129","69,509","121,773","23,425",0,0,"2,250","2,250",0,"2,120",0,"728,456","2,265",0.31%
OCEAN,2940,MANCHESTER TWP,"5,561,621","5,561,621","5,450,389",0,0,0,"1,826,200","1,709,627","410,680",0,0,"28,080","28,080","1,420,212","27,510",0,"5,450,389","-111,232",-2.00%
OCEAN,3790,OCEAN COUNTY VOCATIONAL,"5,585,095","5,585,095","5,585,095","2,014,757",0,0,0,"708,060","134,823",0,0,"13,780","13,780","2,686,465","13,430",0,"5,585,095",0,0.00%
OCEAN,3800,OCEAN GATE BORO,"930,446","930,446","930,598","825,262",0,0,103,"85,038","9,128",0,0,"1,220","1,220","7,407","1,220",0,"930,598",152,0.02%
OCEAN,3820,OCEAN TWP,"6,955,381","6,955,381","6,816,273",0,0,0,"327,794","515,006","137,667",0,0,"8,890","8,890","5,809,096","8,930",0,"6,816,273","-139,108",-2.00%
OCEAN,4105,PINELANDS REGIONAL,"11,383,265","11,383,265","11,155,600","8,420,721",0,"59,358","810,479","961,334","299,661",0,0,"15,930","15,930","556,797","15,390",0,"11,155,600","-227,665",-2.00%
OCEAN,4190,PLUMSTED TWP,"11,558,618","11,569,334","11,569,334","10,042,670",0,"246,468","130,266","975,623","125,293",0,0,"14,395","14,395","7,144","13,080",0,"11,569,334","10,716",0.09%
OCEAN,4210,POINT PLEASANT BORO,"6,066,113","6,066,113","5,967,620","3,924,507",0,0,"85,308","1,663,733","184,043","26,399",0,"28,360","28,360",0,"26,910",0,"5,967,620","-98,493",-1.62%
OCEAN,4220,POINT PLEASANT BEACH,"496,399","496,399","506,265",0,0,0,"12,489","410,598","63,340",0,0,"6,330","6,330",388,"6,790",0,"506,265","9,866",1.99%
OCEAN,4710,SEASIDE HEIGHTS BORO,"1,029,090","1,043,083","1,030,432","214,549",0,"97,951","11,203","111,652","78,555",0,0,"1,950","1,950","510,662","1,960",0,"1,030,432","1,342",0.13%
OCEAN,4720,SEASIDE PARK BORO,"157,219","157,219","154,075",0,0,0,"12,549","23,271","10,018",0,0,320,320,"107,207",390,0,"154,075","-3,144",-2.00%
OCEAN,4950,SOUTHERN REGIONAL,"1,993,262","1,993,262","2,071,194",0,0,0,"299,208","1,491,463","204,023",0,0,"25,970","25,970",0,"24,560",0,"2,071,194","77,932",3.91%
OCEAN,5020,STAFFORD TWP,"9,463,450","9,482,878","9,482,878","7,039,555",0,"301,134","533,435","1,288,981","238,635",0,0,"20,730","20,730","19,428","20,250",0,"9,482,878","19,428",0.21%
OCEAN,5190,TOMS RIVER REGIONAL,"68,342,239","68,342,239","66,975,394","39,941,537",0,0,"4,600,705","9,263,660","1,848,137","433,801",0,"155,830","155,830","10,421,674","154,220",0,"66,975,394","-1,366,845",-2.00%
OCEAN,5220,TUCKERTON BORO,"2,278,716","2,278,716","2,278,716","1,244,469",0,"396,920","9,443","166,602","51,045","10,056","390,411","3,380","3,380",0,"3,010",0,"2,278,716",0,0.00%
PASSAIC,420,BLOOMINGDALE BORO,"1,983,460","1,983,460","1,983,460","1,258,651",0,0,"68,641","557,300","16,458",0,0,"8,670","8,670","56,460","8,610",0,"1,983,460",0,0.00%
PASSAIC,900,CLIFTON CITY,"26,578,363","26,578,363","30,054,160","21,114,282",0,0,"551,845","6,684,519","867,934","500,000",0,"112,730","112,730",0,"110,120",0,"30,054,160","3,475,797",13.08%
PASSAIC,1920,HALEDON BORO,"6,869,486","6,869,486","7,205,174","6,313,556",0,0,"10,669","600,886","114,210","135,963",0,"9,830","9,830",0,"10,230",0,"7,205,174","335,688",4.89%
PASSAIC,2100,HAWTHORNE BORO,"2,077,172","2,077,172","2,401,936","646,220",0,0,"143,695","1,466,245","75,886",0,0,"23,320","23,320",0,"23,250",0,"2,401,936","324,764",15.63%
PASSAIC,2510,LAKELAND REGIONAL,"4,837,506","4,837,506","4,837,506","3,876,700",0,0,"96,677","687,768","19,744",0,0,"10,240","10,240","126,667","9,470",0,"4,837,506",0,0.00%
PASSAIC,2700,LITTLE FALLS TWP,"540,494","540,494","575,388",0,0,0,"39,581","485,101","23,895",0,0,"9,010","9,010",1,"8,790",0,"575,388","34,894",6.46%
PASSAIC,3640,NORTH HALEDON BORO,"416,389","416,389","430,615",0,0,0,"19,291","341,648","16,636","31,620",0,"7,210","7,210",0,"7,000",0,"430,615","14,226",3.42%
PASSAIC,3970,PASSAIC CITY,"229,227,941","229,227,941","230,752,455","194,390,744","19,998,279",0,"1,947,242","7,962,215","5,861,415","177,430",0,"137,030","137,030",0,"141,070",0,"230,752,455","1,524,514",0.67%
PASSAIC,3980,PASSAIC CO MANCHESTER REG,"6,588,302","6,588,302","7,152,073","4,950,150",0,"1,356,264","57,435","520,794","119,203","80,644",0,"9,770","9,770","39,123","8,920",0,"7,152,073","563,771",8.56%
PASSAIC,3990,PASSAIC VALLEY REGIONAL,"1,013,467","1,013,467","1,080,544","140,892",0,0,"115,286","739,670","42,576",0,0,"14,360","14,360",0,"13,400",0,"1,080,544","67,077",6.62%
PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,"20,019,632","20,019,632","21,841,555","19,409,958",0,0,0,"2,034,174","297,893",0,0,"32,860","32,860",0,"33,810",0,"21,841,555","1,821,923",9.10%
PASSAIC,4010,PATERSON CITY,"401,435,340","401,435,340","405,727,233","374,315,620",0,0,"3,180,870","15,948,443","11,457,860",0,0,"273,080","273,080",0,"278,280",0,"405,727,233","4,291,893",1.07%
PASSAIC,4230,POMPTON LAKES BORO,"3,922,465","3,922,465","4,104,769","2,936,607",0,"95,512","32,018","953,729","40,863",0,0,"15,320","15,320",0,"15,400",0,"4,104,769","182,304",4.65%
PASSAIC,4270,PROSPECT PARK BORO,"7,960,774","7,960,774","8,225,747","7,371,876",0,0,"17,907","505,887","115,739","188,605",0,"8,420","8,420",0,"8,850",43,"8,225,747","264,973",3.33%
PASSAIC,4400,RINGWOOD BORO,"2,919,667","2,919,667","2,861,274","1,139,507",0,0,"660,581","727,841","98,526",0,0,"11,505","11,505","199,999","11,810",0,"2,861,274","-58,393",-2.00%
PASSAIC,5200,TOTOWA BORO,"463,900","463,900","510,229",0,0,0,"16,114","433,789","29,390",0,0,"10,160","10,160",0,"10,360",256,"510,229","46,329",9.99%
PASSAIC,5440,WANAQUE BORO,"2,491,734","2,491,734","2,491,734","1,845,547",0,0,"47,456","547,530","23,490",0,0,"9,240","9,240",1,"9,230",0,"2,491,734",0,0.00%
PASSAIC,5570,WAYNE TWP,"4,042,746","4,042,746","4,342,082",0,0,0,"392,872","3,556,094","154,816",0,0,"80,715","80,715",0,"76,870",0,"4,342,082","299,336",7.40%
PASSAIC,5650,WEST MILFORD TWP,"14,631,509","14,631,509","14,611,120","10,288,587",0,0,"1,658,498","2,243,826","313,229",0,0,"36,250","36,250",0,"34,480",0,"14,611,120","-20,389",-0.14%
PASSAIC,5690,WOODLAND PARK,"854,297","854,297","1,061,269","206,972",0,0,"22,263","656,863","65,855","75,596",0,"11,410","11,410",0,"10,900",0,"1,061,269","206,972",24.23%
SALEM,60,ALLOWAY TWP,"3,724,521","3,724,521","3,695,217","3,016,688",0,0,"290,690","324,976","44,007","3,706",0,"5,170","5,170",0,"4,810",0,"3,695,217","-29,304",-0.79%
SALEM,1340,ELMER BORO,"1,887,259","1,887,259","1,892,109","1,358,273",0,0,"82,686","130,029","26,788","5,492","282,321","2,230","2,230",0,"2,060",0,"1,892,109","4,850",0.26%
SALEM,1350,ELSINBORO TWP,"1,021,424","1,021,424","1,035,538","318,391",0,"469,345","55,004","71,518","21,003","4,066",0,"1,580","1,580","91,511","1,540",0,"1,035,538","14,114",1.38%
SALEM,2800,LOWER ALLOWAYS CREEK,"888,093","888,093","870,331","421,194",0,0,"120,883","124,366","19,864",0,0,"1,840","1,840","178,734","1,610",0,"870,331","-17,762",-2.00%
SALEM,2950,MANNINGTON TWP,"561,159","561,159","549,936","33,846",0,0,"117,432","101,080","29,905",0,0,"1,570","1,570","262,863","1,670",0,"549,936","-11,223",-2.00%
SALEM,3860,OLDMANS TWP,"2,045,939","2,074,166","2,080,486","965,799",0,"545,722","136,526","147,233","28,642",0,0,"3,150","3,150","246,964","3,300",0,"2,080,486","34,547",1.69%
SALEM,4070,PENNS GRV-CARNEY'S PT REG,"21,499,856","21,499,856","21,895,154","20,220,763",0,0,"121,679","1,190,528","299,644",0,0,"21,010","21,010",0,"20,520",0,"21,895,154","395,298",1.84%
SALEM,4075,PENNSVILLE,"8,946,371","8,965,669","9,244,975","7,691,680",0,"173,682","134,088","1,010,823","67,439",0,0,"17,350","17,350","115,788","16,775",0,"9,244,975","298,604",3.34%
SALEM,4150,PITTSGROVE TWP,"13,548,727","13,548,727","13,560,261","10,430,081",0,"1,263,968","727,339","849,160","230,429",0,0,"14,560","14,560","15,819","14,345",0,"13,560,261","11,534",0.09%
SALEM,4280,QUINTON TWP,"3,462,092","3,468,408","3,469,863","2,634,444",0,"227,376","196,117","207,275","78,139","20,832",0,"3,620","3,620","94,740","3,700",0,"3,469,863","7,771",0.22%
SALEM,4630,SALEM CITY,"16,402,608","16,405,414","16,399,991","13,075,991",0,"11,224","160,883","547,474","401,438",0,0,"9,640","9,640","2,174,151","9,550",0,"16,399,991","-2,617",-0.02%
SALEM,4640,SALEM COUNTY VOCATIONAL,"4,650,594","4,650,594","4,848,291","4,400,301",0,0,0,"399,706","25,113",0,0,"7,820","7,820",1,"7,530",0,"4,848,291","197,697",4.25%
SALEM,5320,UPPER PITTSGROVE TWP,"3,506,443","3,506,443","3,506,443","2,602,252",0,"163,240","316,928","300,139","55,469","37,291",0,"5,200","5,200","16,324","4,400",0,"3,506,443",0,0.00%
SALEM,5910,WOODSTOWN-PILESGROVE REG,"7,012,998","7,012,998","7,000,694","5,523,895",0,0,"358,511","689,961","140,608","13,257",0,"11,620","11,620","239,662","11,560",0,"7,000,694","-12,304",-0.18%
SOMERSET,240,BEDMINSTER TWP,"678,160","678,160","697,403",0,0,0,"119,708","487,018","66,237",0,0,"8,300","8,300",0,"7,840",0,"697,403","19,243",2.84%
SOMERSET,350,BERNARDS TWP,"3,255,276","3,255,276","3,514,180",0,0,0,"443,670","2,797,493","101,447",0,0,"57,590","57,590",0,"56,390",0,"3,514,180","258,904",7.95%
SOMERSET,490,BOUND BROOK BORO,"8,202,558","8,208,945","9,756,139","7,852,318",0,"440,703","27,646","903,401","141,353","282,395",0,"16,070","16,070","51,096","17,440","7,647","9,756,139","1,553,581",18.94%
SOMERSET,510,BRANCHBURG TWP,"1,989,839","1,989,839","2,068,646",0,0,0,"443,962","1,363,026","193,608",0,0,"23,145","23,145",0,"21,760",0,"2,068,646","78,807",3.96%
SOMERSET,555,BRIDGEWATER-RARITAN REG,"9,375,561","9,375,561","9,560,332","2,018,666",0,0,"931,096","5,676,663","683,937",0,0,"83,490","83,490",1,"82,965",24,"9,560,332","184,771",1.97%
SOMERSET,1610,FRANKLIN TWP,"13,283,157","13,283,157","13,488,853","5,706,043",0,0,"917,058","5,044,696","1,581,446",0,0,"80,870","80,870",0,"77,870",0,"13,488,853","205,696",1.55%
SOMERSET,1810,GREEN BROOK TWP,"955,660","955,734","1,013,139",0,0,0,"133,186","791,279","48,339",0,0,"13,480","13,480",1,"13,300",74,"1,013,139","57,479",6.02%
SOMERSET,2170,HILLSBOROUGH TWP,"25,185,765","25,185,765","25,205,490","19,170,196",0,0,"640,922","4,574,496","190,752","13,046",0,"69,615","69,615","406,388","70,460",0,"25,205,490","19,725",0.08%
SOMERSET,3000,MANVILLE BORO,"5,312,769","5,313,117","6,054,385","5,011,657",0,0,"14,934","831,911","86,779","66,006",0,"13,970","13,970",0,"14,810",348,"6,054,385","741,616",13.96%
SOMERSET,3320,MONTGOMERY TWP,"4,085,768","4,085,768","4,264,664",0,0,0,"1,037,972","2,697,749","386,904",0,0,"45,825","45,825","4,389","46,000",0,"4,264,664","178,896",4.38%
SOMERSET,3670,NORTH PLAINFIELD BORO,"24,863,280","24,863,280","25,804,395","23,222,814",0,0,"70,094","2,060,334","272,195","78,758",0,"33,580","33,580",0,"33,040",0,"25,804,395","941,115",3.79%
SOMERSET,4810,SOMERSET CO VOCATIONAL,"1,428,562","1,428,562","1,428,562","580,221",0,0,0,"293,914","64,725",0,0,"5,020","5,020","475,042","4,620",0,"1,428,562",0,0.00%
SOMERSET,4815,SOMERSET HILLS REGIONAL,"898,906","898,906","994,791",0,0,0,"161,287","651,097","130,156",0,0,"17,370","17,370",1,"17,510",0,"994,791","95,885",10.67%
SOMERSET,4820,SOMERVILLE BORO,"5,438,486","5,438,486","5,794,175","4,568,332",0,0,"39,064","1,023,178","99,165","15,501",0,"16,430","16,430",0,"16,075",0,"5,794,175","355,689",6.54%
SOMERSET,4850,SOUTH BOUND BROOK,"3,369,797","3,369,797","3,454,933","3,046,297",0,0,"16,266","340,449","35,261",0,0,"5,580","5,580",0,"5,500",0,"3,454,933","85,136",2.53%
SOMERSET,5470,WARREN TWP,"1,247,692","1,247,692","1,319,191",0,0,0,"147,456","1,082,524","34,560",0,0,"18,760","18,760",1,"17,130",0,"1,319,191","71,499",5.73%
SOMERSET,5540,WATCHUNG BORO,"433,186","433,186","469,048",0,0,0,"60,681","375,176","12,631",0,0,"6,910","6,910",0,"6,740",0,"469,048","35,862",8.28%
SOMERSET,5550,WATCHUNG HILLS REGIONAL,"992,398","992,398","1,105,050",0,0,0,"218,205","750,169","83,096",0,0,"18,030","18,030",0,"17,520",0,"1,105,050","112,652",11.35%
SUSSEX,90,ANDOVER REG,"2,359,735","2,359,735","2,312,540","28,208",0,"52,632","542,672","468,866","61,429",0,0,"8,160","8,160","1,135,253","7,160",0,"2,312,540","-47,195",-2.00%
SUSSEX,640,BYRAM TWP,"3,802,724","3,812,617","3,812,617","2,512,278",0,"336,362","325,211","542,873","70,573",0,0,"8,395","8,395",0,"8,530",0,"3,812,617","9,893",0.26%
SUSSEX,1560,FRANKFORD TWP,"1,967,316","1,967,316","1,933,050","3,996",0,0,"253,966","308,643","42,394",0,0,"4,960","4,960","1,309,091","5,040",0,"1,933,050","-34,266",-1.74%
SUSSEX,1570,FRANKLIN BORO,"3,278,306","3,278,467","3,272,459","2,659,880",0,0,"44,842","281,158","79,508",0,0,"4,530","4,530","193,018","4,650",343,"3,272,459","-5,847",-0.18%
SUSSEX,1630,FREDON TWP,"534,307","534,307","534,307","277,211",0,0,"39,793","183,763","25,900",0,0,"2,720","2,720",0,"2,200",0,"534,307",0,0.00%
SUSSEX,1800,GREEN TWP,"2,503,177","2,538,667","2,582,962","752,578",0,"579,670","403,787","359,279","44,440",0,0,"6,810","6,810","421,916","6,910",762,"2,582,962","79,785",3.19%
SUSSEX,1930,HAMBURG BORO,"1,629,377","1,629,377","1,596,789","750,879",0,0,"44,903","148,539","30,047",0,0,"2,820","2,820","614,331","2,450",0,"1,596,789","-32,588",-2.00%
SUSSEX,1980,HAMPTON TWP,"1,278,980","1,278,980","1,253,400","655,394",0,0,"167,978","212,034","32,162",0,0,"3,180","3,180","176,592","2,880",0,"1,253,400","-25,580",-2.00%
SUSSEX,2030,HARDYSTON TWP,"2,197,214","2,197,214","2,153,270",0,0,"103,048","452,207","403,070","54,279",0,0,"7,540","7,540","1,118,136","7,450",0,"2,153,270","-43,944",-2.00%
SUSSEX,2165,HIGH POINT REGIONAL,"6,409,644","6,409,644","6,281,451","4,284,622",0,"31,416","748,822","606,486","86,130",0,0,"9,510","9,510","495,765","9,190",0,"6,281,451","-128,193",-2.00%
SUSSEX,2240,HOPATCONG,"11,398,915","11,398,915","11,170,937","5,217,357",0,0,"668,951","1,104,933","232,021",0,0,"16,905","16,905","3,898,125","15,740",0,"11,170,937","-227,978",-2.00%
SUSSEX,2465,KITTATINNY REGIONAL,"6,076,172","6,086,372","5,964,645","3,430,734",0,"234,600","630,048","623,786","81,354",0,0,"11,070","11,070","931,563","10,420",0,"5,964,645","-111,527",-1.84%
SUSSEX,2490,LAFAYETTE TWP,"846,815","858,702","841,528","47,971",0,"356,610","107,714","138,078","17,295",0,0,"2,375","2,375","166,750","2,360",0,"841,528","-5,287",-0.62%
SUSSEX,2615,LENAPE VALLEY REGIONAL,"4,761,101","4,780,597","4,832,461","3,561,234",0,"653,116","88,936","464,408","20,481",0,0,"8,230","8,230","19,496","8,330",0,"4,832,461","71,360",1.50%
SUSSEX,3300,MONTAGUE TWP,"2,702,576","2,702,576","2,675,796","1,906,677",0,0,"398,801","257,132","100,706",0,0,"4,510","4,510",0,"3,460",0,"2,675,796","-26,780",-0.99%
SUSSEX,3590,NEWTON TOWN,"5,934,041","5,943,509","6,165,257","5,406,257",0,"18,600","34,112","596,193","57,943",0,0,"10,810","10,810","18,601","11,060",871,"6,165,257","231,216",3.90%
SUSSEX,3840,OGDENSBURG BORO,"2,305,716","2,305,716","2,259,602","1,369,767",0,"256,521","17,372","162,828","27,247",0,0,"2,840","2,840","417,687","2,500",0,"2,259,602","-46,114",-2.00%
SUSSEX,4650,SANDYSTON-WALPACK TWP,"573,099","573,099","573,099","465,729",0,0,"11,363","87,136","2,651",0,0,"1,490","1,490",0,"1,500","1,740","573,099",0,0.00%
SUSSEX,4960,SPARTA TWP,"5,977,474","5,977,474","5,977,474","2,488,733",0,0,"1,105,532","2,030,137","252,688",0,0,"33,030","33,030",0,"31,980","2,344","5,977,474",0,0.00%
SUSSEX,5030,STANHOPE BORO,"1,516,200","1,516,200","1,485,876","1,167,221",0,0,"34,061","204,219","33,994",0,0,"3,500","3,500","36,321","3,060",0,"1,485,876","-30,324",-2.00%
SUSSEX,5040,STILLWATER TWP,"1,807,267","1,807,267","1,771,122","1,031,570",0,0,"151,123","198,760","32,939",0,0,"2,950","2,950","347,940","2,890",0,"1,771,122","-36,145",-2.00%
SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,"7,828,404","7,837,119","7,680,377","5,670,481",0,"43,575","824,394","773,754","152,070",0,0,"12,260","12,260","181,143","10,440",0,"7,680,377","-148,027",-1.89%
SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,"4,197,167","4,197,167","4,197,167","2,460,033",0,0,0,"343,448","55,159",0,0,"8,060","8,060","1,314,347","8,060",0,"4,197,167",0,0.00%
