YEAR,COUNTY_NAME,DISTRICT_NAME,DIST_CODE,K-12_2014-2015_TOTAL AID,EQUALIZATION_AID,EDUCATIONAL_ADEQUACY_AID,CHOICE_AID,TRANSPORTATION_AID,SPECIAL_EDUCATION_CATEGORICAL_AID,SECURITY_AID,UNDER_ADEQUACY_AID,SUPPLEMENTAL_ENROLLMENT_GROWTH_AID,PARCC_READINESS_AID,PER_PUPIL_GROWTH_AID,ADJUSTMENT_AID,ADDITIONAL_ADJUSTMENT_AID,TOTAL,ONE _YEAR_AID_CHANGE
2015-2016,PASSAIC,LAKELAND REGIONAL,2510,"4,828,036","3,876,700",0,0,"96,677","687,768","19,744",0,0,"10,240","10,240",0,"126,667",4828036.00,0
2015-2016,PASSAIC,LITTLE FALLS TWP,2700,"529,221",0,0,0,"32,836","458,142","20,222",0,0,"9,010","9,010",0,1,529221.00,0
2015-2016,PASSAIC,NORTH HALEDON BORO,3640,"404,942",0,0,0,"15,980","328,563","14,359","31,620",0,"7,210","7,210",0,0,404942.00,0
2015-2016,PASSAIC,PASSAIC CITY,3970,"228,314,704","192,253,769","19,998,279",0,"1,952,300","7,822,139","5,836,727","177,430",0,"137,030","137,030",0,0,228314704.00,0
2015-2016,PASSAIC,PASSAIC CO ED SERV COMM,3975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0
2015-2016,PASSAIC,PASSAIC CO MANCHESTER REG,3980,"6,486,069","4,370,960",0,"1,304,100","49,488","512,586","109,628","80,644",0,"9,770","9,770",0,"39,123",6486069.00,0
2015-2016,PASSAIC,PASSAIC VALLEY REGIONAL,3990,"995,578","76,492",0,0,"100,005","755,829","34,532",0,0,"14,360","14,360",0,0,995578.00,0
2015-2016,PASSAIC,PASSAIC COUNTY VOCATIONAL,3995,"19,844,609","17,510,284",0,0,0,"2,005,270","263,335",0,0,"32,860","32,860",0,0,19844609.00,0
2015-2016,PASSAIC,PATERSON CITY,4010,"399,834,019","369,020,610",0,0,"3,126,191","15,680,979","11,460,079",0,0,"273,080","273,080",0,0,399834019.00,0
2015-2016,PASSAIC,POMPTON LAKES BORO,4230,"3,868,825","2,760,806",0,"95,512","28,900","941,461","35,384",0,0,"15,320","15,320",0,0,3892703.00,"23,878"
2015-2016,PASSAIC,PROSPECT PARK BORO,4270,"7,889,464","7,064,046",0,0,"16,216","497,342","106,415","188,605",0,"8,420","8,420",0,0,7889464.00,0
2015-2016,PASSAIC,RINGWOOD BORO,4400,"2,907,857","1,139,507",0,0,"660,581","727,841","98,526",0,0,"11,505","11,505","159,299","99,093",2907857.00,0
2015-2016,PASSAIC,TOTOWA BORO,5200,"449,427",0,0,0,"12,273","391,662","25,172",0,0,"10,160","10,160",0,0,449427.00,0
2015-2016,PASSAIC,WANAQUE BORO,5440,"2,482,504","1,845,547",0,0,"47,456","547,530","23,490",0,0,"9,240","9,240",0,1,2482504.00,0
2015-2016,PASSAIC,WAYNE TWP,5570,"3,946,414",0,0,0,"345,809","3,302,952","136,223",0,0,"80,715","80,715",0,0,3946414.00,0
2015-2016,PASSAIC,WEST MILFORD TWP,5650,"14,597,029","10,288,587",0,0,"1,658,498","2,243,826","313,229",0,0,"36,250","36,250","20,389",0,14597029.00,0
2015-2016,PASSAIC,WOODLAND PARK,5690,"834,113",0,0,0,"17,240","661,107","57,350","75,596",0,"11,410","11,410",0,0,834113.00,0
2015-2016,SALEM,ALLOWAY TWP,60,"3,719,711","3,016,688",0,0,"290,690","324,976","44,007","3,706",0,"5,170","5,170","29,304",0,3719711.00,0
2015-2016,SALEM,ELMER BORO,1340,"1,868,344","1,344,011",0,0,"77,287","128,551","26,222","5,492","282,321","2,230","2,230",0,0,1868344.00,0
2015-2016,SALEM,ELSINBORO TWP,1350,"917,191","300,281",0,"458,430","54,311","69,516","20,313","4,066",0,"1,580","1,580","83,519","10,915",1004511.00,"87,320"
2015-2016,SALEM,LOWER ALLOWAYS CREEK,2800,"886,483","421,194",0,0,"120,883","124,366","19,864",0,0,"1,840","1,840","196,496",0,886483.00,0
2015-2016,SALEM,MANNINGTON TWP,2950,"559,489","33,846",0,0,"117,432","101,080","29,905",0,0,"1,570","1,570","274,086",0,559489.00,0
2015-2016,SALEM,OLDMANS TWP,3860,"1,994,182","944,733",0,"498,677","137,100","142,782","27,487",0,0,"3,150","3,150","255,921",0,2013000.00,"18,818"
2015-2016,SALEM,PENNS GRV-CARNEY'S PT REG,4070,"21,328,565","19,728,590",0,0,"103,538","1,172,562","281,855",0,0,"21,010","21,010",0,0,21328565.00,0
2015-2016,SALEM,PENNSVILLE,4075,"8,855,146","7,416,252",0,"115,788","117,331","997,530","57,757",0,0,"17,350","17,350",0,"115,788",8855146.00,0
2015-2016,SALEM,PITTSGROVE TWP,4150,"13,477,984","10,430,292",0,"1,267,285","729,154","837,197","228,815",0,0,"14,560","14,560","12,519",0,13534382.00,"56,398"
2015-2016,SALEM,QUINTON TWP,4280,"3,400,194","2,623,235",0,"176,848","195,664","203,803","77,832","20,832",0,"3,620","3,620",0,"94,740",3400194.00,0
2015-2016,SALEM,SALEM CITY,4630,"16,384,640","13,079,730",0,0,"159,661","538,956","404,168",0,0,"9,640","9,640","2,171,621","11,224",16384640.00,0
2015-2016,SALEM,SALEM CO SPECIAL SERVICE,4635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0
2015-2016,SALEM,SALEM COUNTY VOCATIONAL,4640,"4,610,244","4,180,454",0,0,0,"391,823","22,326",0,0,"7,820","7,820",0,1,4610244.00,0
2015-2016,SALEM,UPPER PITTSGROVE TWP,5320,"3,465,314","2,602,252",0,"179,564","316,928","300,139","55,469","37,291",0,"5,200","5,200",0,0,3502043.00,"36,729"
2015-2016,SALEM,WOODSTOWN-PILESGROVE REG,5910,"6,973,801","5,498,561",0,0,"358,906","680,616","138,116","13,257",0,"11,620","11,620","261,105",0,6973801.00,0
2015-2016,SOMERSET,BEDMINSTER TWP,240,"667,403",0,0,0,"106,879","477,773","66,151",0,0,"8,300","8,300",0,0,667403.00,0
2015-2016,SOMERSET,BERNARDS TWP,350,"3,172,646",0,0,0,"388,999","2,579,730","88,737",0,0,"57,590","57,590",0,0,3172646.00,0
2015-2016,SOMERSET,BOUND BROOK BORO,490,"8,098,163","6,288,222",0,"421,542","23,408","880,722","118,638","282,395",0,"16,070","16,070",0,"51,096",8098163.00,0
2015-2016,SOMERSET,BRANCHBURG TWP,510,"1,959,600",0,0,0,"408,584","1,310,668","194,058",0,0,"23,145","23,145",0,0,1959600.00,0
2015-2016,SOMERSET,BRIDGEWATER-RARITAN REG,555,"9,254,338","2,091,882",0,0,"804,953","5,509,599","680,923",0,0,"83,490","83,490",0,1,9254338.00,0
2015-2016,SOMERSET,FRANKLIN TWP,1610,"13,153,588","5,653,674",0,0,"797,701","4,979,869","1,560,604",0,0,"80,870","80,870",0,0,13153588.00,0
2015-2016,SOMERSET,GREEN BROOK TWP,1810,"938,133",0,0,0,"115,490","749,654","46,028",0,0,"13,480","13,480",0,1,938133.00,0
2015-2016,SOMERSET,HILLSBOROUGH TWP,2170,"25,076,042","19,274,266",0,0,"552,129","4,516,286","174,697","13,046",0,"69,615","69,615",0,"406,388",25076042.00,0
2015-2016,SOMERSET,MANVILLE BORO,3000,"5,257,866","4,261,000",0,0,"12,404","814,956","75,560","66,006",0,"13,970","13,970",0,0,5257866.00,0
2015-2016,SOMERSET,MONTGOMERY TWP,3320,"4,022,106",0,0,0,"965,840","2,572,960","387,267",0,0,"45,825","45,825",0,"4,389",4022106.00,0
2015-2016,SOMERSET,NORTH PLAINFIELD BORO,3670,"24,652,565","22,181,829",0,0,"60,164","2,029,930","234,724","78,758",0,"33,580","33,580",0,0,24652565.00,0
2015-2016,SOMERSET,SOMERSET CO ED SERV COMM,4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0
2015-2016,SOMERSET,SOMERSET CO VOCATIONAL,4810,"1,423,942","580,221",0,0,0,"293,914","64,725",0,0,"5,020","5,020","366,426","108,616",1423942.00,0
2015-2016,SOMERSET,SOMERSET HILLS REGIONAL,4815,"877,110",0,0,0,"144,370","569,277","128,722",0,0,"17,370","17,370",0,1,877110.00,0
2015-2016,SOMERSET,SOMERVILLE BORO,4820,"5,383,037","4,204,707",0,0,"33,400","1,009,108","87,461","15,501",0,"16,430","16,430",0,0,5383037.00,0
2015-2016,SOMERSET,SOUTH BOUND BROOK,4850,"3,340,524","2,948,720",0,0,"14,865","335,311","30,468",0,0,"5,580","5,580",0,0,3340524.00,0
2015-2016,SOMERSET,WARREN TWP,5470,"1,224,961",0,0,0,"124,351","1,032,246","30,843",0,0,"18,760","18,760",0,1,1224961.00,0
2015-2016,SOMERSET,WATCHUNG BORO,5540,"424,477",0,0,0,"52,008","347,512","11,137",0,0,"6,910","6,910",0,0,424477.00,0
2015-2016,SOMERSET,WATCHUNG HILLS REGIONAL,5550,"970,219",0,0,0,"191,101","660,639","82,419",0,0,"18,030","18,030",0,0,970219.00,0
2015-2016,SUSSEX,ANDOVER REG,90,"2,295,781","29,231",0,"39,474","542,362","464,116","61,304",0,0,"8,160","8,160","1,182,448",0,2335255.00,"39,474"
2015-2016,SUSSEX,BYRAM TWP,640,"3,744,729","2,512,278",0,"326,469","325,211","542,873","70,573",0,0,"8,395","8,395",0,0,3794194.00,"49,465"
2015-2016,SUSSEX,FRANKFORD TWP,1560,"1,958,177",0,0,0,"254,895","304,588","42,195",0,0,"4,960","4,960","1,346,579",0,1958177.00,0
2015-2016,SUSSEX,FRANKLIN BORO,1570,"3,262,204","2,646,715",0,0,"44,622","277,326","78,236",0,0,"4,530","4,530","206,245",0,3262204.00,0
2015-2016,SUSSEX,FREDON TWP,1630,"532,107","277,211",0,0,"39,793","183,763","25,900",0,0,"2,720","2,720",0,0,532107.00,0
2015-2016,SUSSEX,GREEN TWP,1800,"2,227,965","693,970",0,"520,520","403,821","351,368","44,047",0,0,"6,810","6,810","437,219",0,2464565.00,"236,600"
2015-2016,SUSSEX,HAMBURG BORO,1930,"1,623,906","749,282",0,0,"45,755","146,403","29,907",0,0,"2,820","2,820","646,919",0,1623906.00,0
2015-2016,SUSSEX,HAMPTON TWP,1980,"1,276,100","655,394",0,0,"167,978","212,034","32,162",0,0,"3,180","3,180","174,490","27,682",1276100.00,0
2015-2016,SUSSEX,HARDYSTON TWP,2030,"2,158,493",0,0,"103,048","455,021","395,120","53,906",0,0,"7,540","7,540","1,162,080",0,2184255.00,"25,762"
2015-2016,SUSSEX,HIGH POINT REGIONAL,2165,"6,369,038","4,284,622",0,"31,416","748,822","606,486","86,130",0,0,"9,510","9,510","623,958",0,6400454.00,"31,416"
2015-2016,SUSSEX,HOPATCONG,2240,"11,383,175","5,217,357",0,0,"668,951","1,104,933","232,021",0,0,"16,905","16,905","4,126,103",0,11383175.00,0
2015-2016,SUSSEX,KITTATINNY REGIONAL,2465,"5,940,454","3,436,027",0,"204,000","631,242","614,895","80,860",0,0,"11,070","11,070","1,053,290",0,6042454.00,"102,000"
2015-2016,SUSSEX,LAFAYETTE TWP,2490,"820,681","49,711",0,"356,610","107,836","135,970","17,139",0,0,"2,375","2,375","172,439",0,844455.00,"23,774"
2015-2016,SUSSEX,LENAPE VALLEY REGIONAL,2615,"4,611,175","3,515,987",0,"653,116","77,634","456,040","18,662",0,0,"8,230","8,230",0,0,4737899.00,"126,724"
2015-2016,SUSSEX,MONTAGUE TWP,3300,"2,699,116","1,906,677",0,0,"398,801","257,132","100,706",0,0,"4,510","4,510","26,780",0,2699116.00,0
2015-2016,SUSSEX,NEWTON TOWN,3590,"5,880,552","5,168,494",0,"27,900","29,820","584,268","48,449",0,0,"10,810","10,810",0,1,5880552.00,0
2015-2016,SUSSEX,OGDENSBURG BORO,3840,"2,289,350","1,364,286",0,"242,655","17,314","161,211","27,019",0,0,"2,840","2,840","471,185",0,2289350.00,0
2015-2016,SUSSEX,SANDYSTON-WALPACK TWP,4650,"568,898","468,282",0,0,"9,540","85,823","2,273",0,0,"1,490","1,490",0,0,568898.00,0
2015-2016,SUSSEX,SPARTA TWP,4960,"5,943,150","2,488,733",0,0,"1,105,532","2,030,137","252,688",0,0,"33,030","33,030",0,0,5943150.00,0
2015-2016,SUSSEX,STANHOPE BORO,5030,"1,511,963","1,167,777",0,0,"34,204","202,273","34,064",0,0,"3,500","3,500","66,645",0,1511963.00,0
2015-2016,SUSSEX,STILLWATER TWP,5040,"1,803,809","1,032,251",0,0,"151,545","197,226","32,802",0,0,"2,950","2,950","384,085",0,1803809.00,0
2015-2016,SUSSEX,SUSSEX-WANTAGE REGIONAL,5100,"7,809,249","5,670,481",0,"26,145","824,394","773,754","152,070",0,0,"12,260","12,260","337,885",0,7809249.00,0
2015-2016,SUSSEX,SUSSEX CO ED SERV COMM,5105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0
2015-2016,SUSSEX,SUSSEX COUNTY VOCATIONAL,5110,"4,178,842","2,432,422",0,0,0,"331,506","54,112",0,0,"8,060","8,060","1,344,682",0,4178842.00,0
2015-2016,SUSSEX,VERNON TWP,5360,"24,951,151","14,888,366",0,"111,072","2,202,151","2,093,078","326,271",0,0,"33,480","33,480","5,263,253","111,072",25062223.00,"111,072"
2015-2016,SUSSEX,WALLKILL VALLEY REGIONAL,5435,"4,707,210","2,932,866",0,"92,430","466,818","415,991","67,110",0,0,"6,580","6,580","718,835",0,4707210.00,0
2015-2016,UNION,BERKELEY HEIGHTS TWP,310,"1,169,261",0,0,0,"117,713","969,462","35,996",0,0,"23,045","23,045",0,0,1169261.00,0
2015-2016,UNION,CLARK TWP,850,"1,049,411",0,0,0,"51,623","915,831","35,913","2,264",0,"21,890","21,890",0,0,1049411.00,0
2015-2016,UNION,CRANFORD TWP,980,"2,309,995","91,898",0,0,"71,333","2,013,546","58,908",0,0,"37,155","37,155",0,0,2309995.00,0
2015-2016,UNION,ELIZABETH CITY,1320,"363,945,958","308,295,204","28,521,068",0,"2,976,954","13,260,027","9,919,445","500,000",0,"236,630","236,630",0,0,363945958.00,0
2015-2016,UNION,GARWOOD BORO,1710,"448,267","80,233",0,0,"31,288","311,043","9,695",0,0,"5,120","5,120","3,963","1,805",448267.00,0
2015-2016,UNION,HILLSIDE TWP,2190,"21,179,669","19,007,900",0,0,"97,953","1,798,099","210,693","6,164",0,"29,430","29,430",0,0,21179669.00,0
2015-2016,UNION,KENILWORTH BORO,2420,"4,355,686","1,246,171",0,"2,125,960","29,770","808,290","37,446","46,156",0,"14,180","14,180",0,"33,533",4355686.00,0
2015-2016,UNION,LINDEN CITY,2660,"21,206,794","16,947,876",0,0,"202,332","3,587,777","353,329",0,0,"57,740","57,740",0,0,21206794.00,0
2015-2016,UNION,MORRIS-UNION JOINTURE COM,3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0
2015-2016,UNION,MOUNTAINSIDE BORO,3470,"492,364",0,0,0,"65,170","382,540","17,494","5,780",0,"10,690","10,690",0,0,492364.00,0
2015-2016,UNION,NEW PROVIDENCE BORO,3560,"917,377",0,0,0,"43,738","793,253","34,546",0,0,"22,920","22,920",0,0,917377.00,0
2015-2016,UNION,PLAINFIELD CITY,4160,"121,397,680","100,550,671","11,009,173",0,"1,265,855","4,804,436","3,169,418","423,687",0,"87,220","87,220",0,0,121397680.00,0
2015-2016,UNION,RAHWAY CITY,4290,"20,521,655","17,507,406",0,0,"181,590","2,230,002","443,128","86,609",0,"36,460","36,460",0,0,20521655.00,0
2015-2016,UNION,ROSELLE BORO,4540,"23,616,110","21,663,036",0,0,"50,165","1,658,470","191,639",0,0,"26,400","26,400",0,0,23616110.00,0
2015-2016,UNION,ROSELLE PARK BORO,4550,"10,460,264","9,176,611",0,0,"19,838","1,140,860","85,714",0,0,"18,620","18,620",0,1,10460264.00,0
2015-2016,UNION,SCOTCH PLAINS-FANWOOD REG,4670,"2,947,508",0,0,0,"204,541","2,550,339","86,448",0,0,"53,090","53,090",0,0,2947508.00,0
2015-2016,UNION,SPRINGFIELD TWP,5000,"1,300,744",0,0,"431,086","68,276","743,150","39,644",0,0,"23,200","23,200",0,0,1328556.00,"27,812"
2015-2016,UNION,SUMMIT CITY,5090,"1,607,073",0,0,0,"29,508","1,420,941","75,284",0,0,"40,670","40,670",0,0,1607073.00,0
2015-2016,UNION,UNION CO ED SERV COMM,5245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0
2015-2016,UNION,UNION COUNTY VOCATIONAL,5260,"5,667,336","4,643,708",0,0,0,"946,786","43,442",0,0,"16,700","16,700",0,0,5667336.00,0
2015-2016,UNION,UNION TWP,5290,"30,780,527","25,485,236",0,0,"256,269","4,542,770","349,231",0,0,"73,510","73,510",0,1,30780527.00,0
2015-2016,UNION,WESTFIELD TOWN,5730,"2,956,317",0,0,0,"121,554","2,614,018","96,745",0,0,"62,000","62,000",0,0,2956317.00,0
2015-2016,UNION,WINFIELD TWP,5810,"1,639,754","1,310,098",0,"135,330","60,475","97,159","20,166",0,0,"1,640","1,640","34,066",0,1660574.00,"20,820"
2015-2016,WARREN,ALLAMUCHY TWP,30,"560,195",0,0,0,"223,501","287,673","36,981",0,0,"6,020","6,020",0,0,560195.00,0
2015-2016,WARREN,ALPHA BORO,70,"1,909,118","1,676,814",0,0,"16,483","199,203","10,077",0,0,"3,270","3,270",0,1,1909118.00,0
2015-2016,WARREN,BELVIDERE TOWN,280,"2,834,517","2,549,473",0,0,"1,860","249,632","8,387",0,0,"3,880","3,880",0,"17,405",2834517.00,0
2015-2016,WARREN,BLAIRSTOWN TWP,400,"1,973,757","1,333,417",0,0,"70,649","351,956","52,071",0,0,"5,230","5,230","115,626","39,578",1973757.00,0
2015-2016,WARREN,FRANKLIN TWP,1620,"748,291","557,245",0,0,"19,335","147,307","4,013",0,0,"2,190","2,190",0,"16,011",748291.00,0
2015-2016,WARREN,FRELINGHUYSEN TWP,1670,"616,900","274,195",0,0,"81,177","103,313","12,976",0,0,"1,540","1,540","142,159",0,616900.00,0
2015-2016,WARREN,GREAT MEADOWS REGIONAL,1785,"5,907,304","4,672,930",0,0,"309,702","763,471","105,232",0,0,"11,800","11,800","32,369",0,5907304.00,0
2015-2016,WARREN,GREENWICH TWP,1840,"5,970,013","4,770,510",0,"162,660","198,562","699,575","90,234","66,207",0,"11,465","11,465",0,0,6010678.00,"40,665"
2015-2016,WARREN,HACKETTSTOWN,1870,"5,101,229","4,244,551",0,"39,220","16,384","740,338","33,016",0,0,"13,860","13,860",0,0,5101229.00,0
2015-2016,WARREN,HARMONY TWP,2040,"358,530",0,0,0,"103,351","217,130","31,409",0,0,"3,320","3,320",0,0,358530.00,0
2015-2016,WARREN,HOPE TWP,2250,"969,781","684,121",0,0,"103,047","155,088","22,505",0,0,"2,510","2,510",0,0,969781.00,0
2015-2016,WARREN,KNOWLTON TWP,2470,"1,384,951","1,083,113",0,0,"114,628","144,464","24,644",0,0,"2,230","2,230","1,145","12,497",1384951.00,0
2015-2016,WARREN,LOPATCONG TWP,2790,"3,472,087","2,598,242",0,"130,656","32,937","695,116","22,771","12,277",0,"11,820","11,820",0,0,3515639.00,"43,552"
2015-2016,WARREN,MANSFIELD TWP,2970,"3,565,224","2,943,686",0,0,"112,510","391,733","83,654","19,421",0,"7,110","7,110",0,0,3565224.00,0
2015-2016,WARREN,NORTH WARREN REGIONAL,3675,"4,995,326","4,073,680",0,"20,110","129,381","607,635","79,019",0,0,"9,650","9,650","66,201",0,4995326.00,0
2015-2016,WARREN,OXFORD TWP,3890,"2,559,906","2,066,891",0,"100,506","129,516","218,357","29,557",0,0,"3,950","3,950",0,"7,179",2559906.00,0
2015-2016,WARREN,PHILLIPSBURG TOWN,4100,"37,436,755","25,057,290",0,"9,314","188,706","1,371,130","769,147",0,0,"24,360","24,360","9,997,105",0,37441412.00,"4,657"
2015-2016,WARREN,POHATCONG TWP,4200,"1,776,958","1,431,183",0,0,"36,072","266,183","34,060",0,0,"4,730","4,730",0,0,1776958.00,0
2015-2016,WARREN,WARREN COUNTY VOCATIONAL,5460,"3,122,249","2,768,259",0,0,"50,531","269,146","25,413",0,0,"4,450","4,450",0,0,3122249.00,0
2015-2016,WARREN,WARREN HILLS REGIONAL,5465,"10,534,423","9,304,549",0,0,"128,360","1,025,435","40,379",0,0,"17,850","17,850",0,0,10534423.00,0
2015-2016,WARREN,WASHINGTON BORO,5480,"2,758,726","2,428,322",0,0,"10,316","290,035","19,533",0,0,"5,260","5,260",0,0,2758726.00,0
2015-2016,WARREN,WASHINGTON TWP,5530,"2,633,725","1,702,476",0,0,"258,367","329,211","47,406",0,0,"4,950","4,950","286,365",0,2633725.00,0
2015-2016,WARREN,WHITE TWP,5780,"1,743,789","581,054",0,0,"249,609","313,648","49,562",0,0,"4,710","4,710","540,496",0,1743789.00,0
